brand_name,location_name,phone,email,website,address,city,state,lat,lng,rating,review_count,categories,services,source_url,source
Love's,Love's Travel Stop,+12098271399,,https://www.loves.com/locations/441,"29025 Plaza Dr, Santa Nella, CA 95322",Santa Nella,CA,37.1114426,-121.0165816,4,843,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJNaRM7cyEkYARRGDn5Kw0dPM,apify_google_maps
Love's,Love's Travel Stop,+12098955021,,https://www.loves.com/locations/807,"55 Rogers Rd, Patterson, CA 95363",Patterson,CA,37.462921,-121.175756,4.2,373,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJvVrPcda1kYAR_1T9sBj5kCE,apify_google_maps
Love's,Love's Travel Stop,+12093339392,,https://www.loves.com/locations/538,"15250 Thornton Rd, Lodi, CA 95242",Lodi,CA,38.1178525,-121.3920134,3.9,891,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJNSluoQOnmoAR9JAnWbS8U0A,apify_google_maps
Love's,Love's Travel Stop,+15596611012,,https://www.loves.com/locations/736,"3174 Avenue 17, Madera, CA 93638",Madera,CA,36.995728,-120.0965355,4.2,728,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJq-WyhyD3k4ARqM2YefBmhBU,apify_google_maps
Love's,Love's Travel Stop,+16618231484,,https://www.loves.com/locations/392,"2000 E Tehachapi Blvd, Tehachapi, CA 93561",Tehachapi,CA,35.126037,-118.408104,4.1,720,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJ5ytVZR72wYARfzfsmLTz7UY,apify_google_maps
Love's,Love's Travel Stop,+12095990740,,https://www.loves.com/locations/223,"1553 W Colony Rd, Ripon, CA 95366",Ripon,CA,37.7555602,-121.1415385,3.7,602,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJBXLN7GlEkIARVMbRGE7XrQg,apify_google_maps
Love's,Love's Travel Stop,+15596861400,,https://www.loves.com/locations/382,"2700 S Blackstone St, Tulare, CA 93274",Tulare,CA,36.1809333,-119.3302714,4,552,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJkeia4FsrlYARq3u02Lvo3l8,apify_google_maps
Love's,Love's Travel Stop,+17602534080,,https://www.loves.com/locations/374,"2974 Lenwood Rd, Barstow, CA 92311",Barstow,CA,34.856974,-117.0920367,3.4,746,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJ92JEEZp-xIARx9lA27_XcTw,apify_google_maps
Love's,Love's Travel Stop,+15308248767,,https://www.loves.com/locations/410,"2120 South Ave, Corning, CA 96021",Corning,CA,39.9074801,-122.1964372,4,757,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJ280pp4rygoARYZ1MIUIWGDk,apify_google_maps
Love's,Love's Travel Stop,+19722245970,,https://www.loves.com/locations/294,"8800 S Polk St, Dallas, TX 75232",Dallas,TX,32.6408379,-96.8393596,2.6,592,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJL73oDjaRToYRU4EAQ02NuCs,apify_google_maps
Love's,Love's Travel Stop,+19722253560,,https://www.loves.com/locations/331,"2500 I-45, Hutchins, TX 75141",Hutchins,TX,32.623939,-96.6938597,3.3,992,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJ_9uQepu-ToYRA_zibZoM6X8,apify_google_maps
Love's,Love's Travel Stop,+19727752820,,https://www.loves.com/locations/216,"1501 US-287, Midlothian, TX 76065",Midlothian,TX,32.4829389,-97.0110888,3.8,719,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJx_OjXoH0ToYRfu0bYvBFuFM,apify_google_maps
Love's,Love's Travel Stop,+13036443585,,https://www.loves.com/locations/300,"1191 S 1st St, Bennett, CO 80102",Bennett,CO,39.7411426,-104.4347582,3.9,995,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJbxhVXK5XbIcRA4pawBagRcQ,apify_google_maps
Love's,Love's Travel Stop,+13077422910,,https://www.loves.com/locations/723,"1770 N McCue St, Laramie, WY 82072",Laramie,WY,41.3285569,-105.611255,3.8,664,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJg1eSY1mFaIcR1vqisw2Bz1Q,apify_google_maps
Love's,Love's Travel Stop,+13035369900,,https://www.loves.com/locations/377,"201 Bison Hwy, Hudson, CO 80642",Hudson,CO,40.0775631,-104.6487276,3.8,944,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJaXRNMjc-bIcRH7YoPq9PHKY,apify_google_maps
Love's,Love's Travel Stop,+17193465204,,https://www.loves.com/locations/644,"582 S Lincoln St, Burlington, CO 80807",Burlington,CO,39.2913201,-102.2773816,4.2,949,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJEfdLOouyDIcRCl74AuTLk3A,apify_google_maps
Love's,Love's Travel Stop,+13076327902,,https://www.loves.com/locations/220,"3305 W College Dr, Cheyenne, WY 82007",Cheyenne,WY,41.0981995,-104.8485842,4,749,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJPQCHhPYvb4cRck0veS7TtDw,apify_google_maps
Love's,Love's Travel Stop,+19705322507,,https://www.loves.com/locations/668,"3800 E State Hwy 56, Berthoud, CO 80513",Berthoud,CO,40.3051556,-104.9843024,3.9,623,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJSQI_S0yrbocRX2-iaIjt8pQ,apify_google_maps
Love's,Love's Travel Stop,+17194586028,,https://www.loves.com/locations/873,"690 Doc Holiday Dr, Cañon City, CO 81212",Cañon City,CO,38.4499659,-105.1562826,3.9,134,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJR88VShePFIcRu3NFHRpCKAw,apify_google_maps
Love's,Love's Travel Stop,+12084348777,,https://www.loves.com/locations/334,"260 Centennial Dr, Heyburn, ID 83336",Heyburn,ID,42.564531,-113.7408067,4.1,771,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJs4gDqFtIq1QRFE5RvTbs3Rc,apify_google_maps
Love's,Love's Travel Stop,+17192531338,,https://www.loves.com/locations/226,"6470 N Elizabeth St, Pueblo, CO 81008",Pueblo,CO,38.3425805,-104.6230482,4,1494,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJWSnpqpmhE4cRpMWVnlxd5pE,apify_google_maps
Love's,Love's Travel Stop,+12085291904,,https://www.loves.com/locations/478,"6737 S 45th Rd W, Idaho Falls, ID 83402",Idaho Falls,ID,43.4366517,-112.1200815,4.1,588,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJb-R4-5ZXVFMRzjHIze7OfB4,apify_google_maps
Love's,Love's Travel Stop,+13033351182,,https://www.loves.com/locations/838,"672 Riverfront Dr, Brighton, CO 80601",Brighton,CO,39.9988941,-104.8232056,3.9,60,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJFbiFAwBtbIcR742Y4Gr0KFA,apify_google_maps
Love's,Love's Travel Stop,+19702859200,,https://www.loves.com/locations/826,"100 Cardinal Way, Parachute, CO 81635",Parachute,CO,39.4554103,-108.0441331,4.1,153,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJvbdQ24jNRocRKRiCJFIwh-M,apify_google_maps
Love's,Love's,+17193905800,,https://www.loves.com/locations/357,"5505 Travel Plaza Dr, Fountain, CO 80817",Fountain,CO,38.7234548,-104.729325,3.7,38,Convenience store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's&query_place_id=ChIJXWwbgudBE4cRHqmV2T_jIbI,apify_google_maps
Love's,Love's Travel Stop,+19702413337,,https://www.loves.com/locations/517,"748 22 Rd, Grand Junction, CO 81505",Grand Junction,CO,39.1142872,-108.6459588,4.2,639,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJC067050CR4cR7dXnmo_Xb9Y,apify_google_maps
Love's,Love's Travel Stop,+19705166001,,https://www.loves.com/locations/850,"7006 Hwy 160/491, Cortez, CO 81321",Cortez,CO,37.3128418,-108.6087112,4,111,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJu8sf875lOYcR9IRcc3EdbjY,apify_google_maps
Love's,Love's Travel Stop,+17199674032,,https://www.loves.com/locations/1035,"1001 El Moro Rd, Trinidad, CO 81082",Trinidad,CO,37.2267523,-104.4894557,4.1,75,Gas station;Convenience store;Fast food restaurant;Truck accessories store;Truck stop,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJRSaNAAAbEYcRtEqk1gLaFAk,apify_google_maps
Love's,Love's Travel Stop,+13082544832,,https://www.loves.com/locations/625,"645 Chase Blvd, Sidney, NE 69162",Sidney,NE,41.109434,-102.950302,3.7,951,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJad4BcdatcYcR5shegxNp8jg,apify_google_maps
Love's,Love's Country Store,+17193953355,,https://www.loves.com/locations/115,"115 Harrison Ave, Buena Vista, CO 81211",Buena Vista,CO,38.8508172,-106.1387971,4,223,Gas station;Coffee shop;Convenience store;Fast food restaurant,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Country%20Store&query_place_id=ChIJvTwfTEs1FYcRMpZUU2JjeEk,apify_google_maps
Love's,Love's Travel Stop,+15754721160,,https://www.loves.com/locations/285,"1028 NM-156, Santa Rosa, NM 88435",Santa Rosa,NM,34.9468142,-104.6378369,3.3,812,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJTaXUhWcLHIcRmGUX9KLUpho,apify_google_maps
Love's,Love's Travel Stop,+19727223178,,https://www.loves.com/locations/283,"1990 I-30, Rockwall, TX 75087",Rockwall,TX,32.9178874,-96.4191962,3.5,438,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJM3A2xRwATIYRrm_iEUTCtlk,apify_google_maps
Love's,Love's Travel Stop,+18172935118,,https://www.loves.com/locations/281,"200 Garden Acres Dr, Fort Worth, TX 76140",Fort Worth,TX,32.598712,-97.317564,3,520,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJdx55XNJuToYRzOXEnaXR9EU,apify_google_maps
Love's,Love's Travel Stop,+18176360270,,https://www.loves.com/locations/380,"4800 TX-114, Rhome, TX 76078",Rhome,TX,33.0568296,-97.4836126,4,752,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJleT_39LoTYYRd9zZ5LVW9jk,apify_google_maps
Love's,Love's Travel Stop,+16093241005,,https://www.loves.com/locations/404,"2008 US-206, Bordentown, NJ 08505",Bordentown,NJ,40.119885,-74.707575,3.3,1078,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJHQmcW2pbwYkRehDKdxWkwYc,apify_google_maps
Love's,Love's Travel Stop,+17063360075,,https://www.loves.com/locations/765,"4855 Maysville Rd, Commerce, GA 30529",Commerce,GA,34.2276679,-83.4990644,4.2,1889,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJN-Cd-bQF9ogR9yfC2YKFRsU,apify_google_maps
Love's,Love's Travel Stop,+16104888840,,https://www.loves.com/locations/358,"3700 Mountain Rd, Hamburg, PA 19526",Hamburg,PA,40.5175319,-76.1120622,3.6,1224,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJ2Z_z7MrgxYkRUT6fxPYci4M,apify_google_maps
Love's,Love's Travel Stop,+13158357244,,https://www.loves.com/locations/820,"1262 NY-414, Waterloo, NY 13165",Waterloo,NY,42.9643539,-76.8479174,3.6,334,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJy_BqqErL0IkRf1o1mia_WK0,apify_google_maps
Love's,Love's Travel Stop,+18642875589,,https://www.loves.com/locations/387,"4238 Old Dobbins Bridge Rd, Fair Play, SC 29643",Fair Play,SC,34.5049583,-82.9611198,4.1,1020,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJT8ALvmiIWIgRHg0LiERdeTs,apify_google_maps
Love's,Love's Travel Stop,+15187814040,,https://www.loves.com/locations/611,"12845 NY-22, Canaan, NY 12029",Canaan,NY,42.3628502,-73.4298247,3.9,815,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJfblGq8RY54kRKtmb5uYe6JU,apify_google_maps
Love's,Love's Travel Stop,+18604581016,,https://www.loves.com/locations/646,"3 Polster Rd, Willington, CT 06279",Willington,CT,41.925687,-72.259511,3.5,309,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJ4w5J9XGN5okRmBbSlmqLAGM,apify_google_maps
Love's,Love's Travel Stop,+17179481840,,https://www.loves.com/locations/535,"3555 Vine St, Middletown, PA 17057",Middletown,PA,40.2260119,-76.7206289,3.8,753,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJiTKwzc29yIkRVE28v8gZYYs,apify_google_maps
Love's,Love's Travel Stop,+13017590170,,https://www.loves.com/locations/537,"13300 Ali Ghan Rd NE, Cumberland, MD 21502",Cumberland,MD,39.672407,-78.7162246,4.2,890,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJIdROlGOJyokRO6kD_KxOQzc,apify_google_maps
Love's,Love's Travel Stop,+16076519153,,https://www.loves.com/locations/403,"2 Industrial Park Dr, Binghamton, NY 13904",Binghamton,NY,42.101597,-75.8357805,3.8,758,Truck stop;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJdQnMY_Pk2okRFka4YGkkjEw,apify_google_maps
Love's,Love's Travel Stop,+18146466014,,https://www.loves.com/locations/829,"1373 PA-28, Brookville, PA 15825",Brookville,PA,41.1713508,-79.0472657,4,319,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJTW7_oEPDzIkRp3AhGJIWBi0,apify_google_maps
Love's,Love's Travel Stop,+13305341800,,https://www.loves.com/locations/370,"2586 N Main St, Hubbard, OH 44425",Hubbard,OH,41.1732176,-80.5697541,4,873,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJzVEIHwrpM4gR4uJ4ojjkUVc,apify_google_maps
Love's,Love's Travel Stop,+17245302965,,https://www.loves.com/locations/731,"1011 New Castle Rd, Slippery Rock, PA 16057",Slippery Rock,PA,41.0369518,-80.1279749,4.4,907,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJzy8GHSidM4gRlRYpVh7iK5g,apify_google_maps
Love's,Love's Travel Stop,+17167362023,,https://www.loves.com/locations/833,"6201 Shortman Rd, Ripley, NY 14775",Ripley,NY,42.258711,-79.7437176,4.3,422,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJbUZLYjZpLYgREWdfAWIp8dk,apify_google_maps
Love's,Love's Travel Stop,+16076221150,,https://www.loves.com/locations/772,"7748 NY-53, Bath, NY 14810",Bath,NY,42.3766694,-77.3621044,4.2,409,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJB77247Sv0YkRJ_Sf05VCN5c,apify_google_maps
Love's,Love's Travel Stop,+17172400055,,https://www.loves.com/locations/407,"1165 Harrisburg Pike, Carlisle, PA 17013",Carlisle,PA,40.2303903,-77.1441256,3.5,988,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJQbruGIbgyIkR2CdrQEkcl9A,apify_google_maps
Love's,Love's Travel Stop,+14405936816,,https://www.loves.com/locations/389,"2 Love's Dr, Conneaut, OH 44030",Conneaut,OH,41.9139275,-80.5706708,4.2,1097,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJxR3SxsYWMogRuuEsiRDGRpE,apify_google_maps
Love's,Love's Travel Stop,+12175663448,,https://www.loves.com/locations/249,"991 Ann Rutledge Dr, Williamsville, IL 62693",Williamsville,IL,39.9609855,-89.5623245,4,842,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJP3lw1RAtdYgRS1_Nr1WAMO4,apify_google_maps
Love's,Love's Travel Stop,+13094456881,,https://www.loves.com/locations/867,"2007 N Main St, Normal, IL 61761",Normal,IL,40.541664,-88.998009,4.1,306,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJYVzQsC5xC4gRrdTvWb8YNJ4,apify_google_maps
Love's,Love's Travel Stop,+12172430400,,https://www.loves.com/locations/687,"201 Loves Dr, Jacksonville, IL 62650",Jacksonville,IL,39.6895638,-90.2299684,4.3,590,Truck stop;Auto care products store;Convenience store;Fast food restaurant;Gas station;Truck accessories store,truck_service;tire_service;roadside_vendor,https://www.google.com/maps/search/?api=1&query=Love's%20Travel%20Stop&query_place_id=ChIJgWTMJXnr34cRqz_gPCSfQnU,apify_google_maps
