company_name,phone,website,address,city,state,lat,lng,rating,review_count,categories,source_url,source
moveauto (formerly All American Trucking and Transport),+16507770933,https://moveauto.com/?utm_source=google+my+business&utm_medium=organic,"1590 Rollins Rd, Burlingame, CA 94010",Burlingame,CALIFORNIA,37.594784,-122.373411,4.6,583,Vehicle shipping agent,https://www.google.com/maps/search/?api=1&query=moveauto%20(formerly%20All%20American%20Trucking%20and%20Transport)&query_place_id=ChIJQXGuqTR2j4ARaEiK4wLT7Y0,apify_google_maps
Matt Brown Trucking Inc,+16232343415,http://mattbrowntrucking.com/,"21829 N 16th St, Phoenix, AZ 85024",Phoenix,ARIZONA,33.6854972,-112.044876,4.6,29,Trucking company,https://www.google.com/maps/search/?api=1&query=Matt%20Brown%20Trucking%20Inc&query_place_id=ChIJ1SQqWVRlK4cR79_Sw06lq4M,apify_google_maps
May Trucking Co,+16022562440,http://www.maytrucking.com/,"2501 W Durango St, Phoenix, AZ 85009",Phoenix,ARIZONA,33.4292935,-112.1112737,4.3,105,Trucking company,https://www.google.com/maps/search/?api=1&query=May%20Trucking%20Co&query_place_id=ChIJp3Olwp0RK4cR2VB9Az1RfDE,apify_google_maps
Diamond Trucking,+16022787399,http://www.diamondtrucking.net/,"5701 W Van Buren St, Phoenix, AZ 85043",Phoenix,ARIZONA,33.4507325,-112.182655,4.1,29,Transportation service,https://www.google.com/maps/search/?api=1&query=Diamond%20Trucking&query_place_id=ChIJ12pwC9DB4xQRsT2pCEOlIDg,apify_google_maps
White Mountain Trucking,+16022379440,http://www.whitemountaintrucking.com/,"6424 South 75th Avenue, Laveen Village, AZ 85339",Laveen Village,ARIZONA,33.3879741,-112.2198789,3.9,94,Trucking company,https://www.google.com/maps/search/?api=1&query=White%20Mountain%20Trucking&query_place_id=ChIJM9SWhE4RK4cRJO64nQQFidc,apify_google_maps
"Shippers Preferred Express, Inc.",+16022786004,http://www.spxinc.com/,"2224 Grand Ave, Phoenix, AZ 85009",Phoenix,ARIZONA,33.4721671,-112.1062395,4.6,83,Trucking company,https://www.google.com/maps/search/?api=1&query=Shippers%20Preferred%20Express%2C%20Inc.&query_place_id=ChIJ_70dna8TK4cRyE7CmooUkVU,apify_google_maps
Love 2 Haul,+16233371040,https://www.love2haul.com/,,,,33.4686075,-112.080289,5,241,Trucking company;Service establishment,https://www.google.com/maps/search/?api=1&query=Love%202%20Haul&query_place_id=ChIJEW2ApyVBK4cRu0ChChDnGq0,apify_google_maps
Central Trucking Inc,+18886498150,https://ctitruck.com/,"2255 Oatman Rd, Kingman, AZ 86413",Kingman,ARIZONA,35.1461017,-114.097346,4,50,Trucking company,https://www.google.com/maps/search/?api=1&query=Central%20Trucking%20Inc&query_place_id=ChIJhUtVGIDgzYARNuM9UiPU0co,apify_google_maps
"Freight Zone Logistics, LLC",+18888700160,http://www.freightzonelogistics.com/about-us,"3358 AL-20, Decatur, AL 35601",Decatur,ALABAMA,34.6193907,-87.0638047,4,28,Trucking company,https://www.google.com/maps/search/?api=1&query=Freight%20Zone%20Logistics%2C%20LLC&query_place_id=ChIJA_0mFz99YogRBu6XRrsEo3A,apify_google_maps
Blair Logistics,+12052418002,https://www.blairlogisticsinc.com/,"201 19th St Ensley, Birmingham, AL 35218",Birmingham,ALABAMA,33.5142627,-86.8993318,3.5,76,Trucking company,https://www.google.com/maps/search/?api=1&query=Blair%20Logistics&query_place_id=ChIJUwGtmYsdiYgRLAEfyQSlyQo,apify_google_maps
American Transport,+13346924101,,"14094 US-84, Newton, AL 36352",Newton,ALABAMA,31.2433019,-85.621582,4.8,12,Trucking company,https://www.google.com/maps/search/?api=1&query=American%20Transport&query_place_id=ChIJkUxG6QhhkogRDUiGUJ3XjyA,apify_google_maps
Alabama Carriers,+18007217107,http://alabamacarriers.com/,"3839 US-321, West Columbia, SC 29172",West Columbia,SOUTH CAROLINA,33.8809622,-81.0674754,4.4,17,Trucking company,https://www.google.com/maps/search/?api=1&query=Alabama%20Carriers&query_place_id=ChIJ0-YSQi65-IgRvJpsFaVYXuc,apify_google_maps
Southeastern Freight Lines,+12058532022,https://www.sefl.com/,"2701 Southeastern Cir, Birmingham, AL 35215",Birmingham,ALABAMA,33.6404905,-86.7379785,4.1,107,Trucking company,https://www.google.com/maps/search/?api=1&query=Southeastern%20Freight%20Lines&query_place_id=ChIJI6SlV2cPiYgRdtv6QkEeCc8,apify_google_maps
Double H Freight LLC,+12052748887,https://doublehfreight.com/,"415 6th St S, Oneonta, AL 35121",Oneonta,ALABAMA,33.9401003,-86.4615727,4.6,10,Trucking company,https://www.google.com/maps/search/?api=1&query=Double%20H%20Freight%20LLC&query_place_id=ChIJQ2-_apyQiYgRevgutLEIRYU,apify_google_maps
"Northwest Alabama Transport, Inc",+12569785154,http://www.northwestalabamatransportinc.com/,"3400 E 2nd St, Muscle Shoals, AL 35661",Muscle Shoals,ALABAMA,34.7579863,-87.6139462,3.5,11,Trucking company,https://www.google.com/maps/search/?api=1&query=Northwest%20Alabama%20Transport%2C%20Inc&query_place_id=ChIJYzIAFDNLfYgR9IIC9R2batU,apify_google_maps
Rocket City Logistics,+12566845721,http://www.rocketcitylogistics.com/,"2102 Jackson Ave NW, Huntsville, AL 35805",Huntsville,ALABAMA,34.7280403,-86.5986371,5,1,Shipping company,https://www.google.com/maps/search/?api=1&query=Rocket%20City%20Logistics&query_place_id=ChIJ60kwVvBtYogRoV8t1I1hfY0,apify_google_maps
Deep South Freight,+12053260490,https://deepsouthfreight.com/,"2221 17th St N, Birmingham, AL 35204",Birmingham,ALABAMA,33.5395812,-86.8271637,3.1,44,Trucking company,https://www.google.com/maps/search/?api=1&query=Deep%20South%20Freight&query_place_id=ChIJs9gsdIQciYgRsScrqeScRoI,apify_google_maps
Montgomery Air Freight Inc.,+13342819157,https://www.mgmair.com/,"4820 Westport Blvd, Montgomery, AL 36108",Montgomery,ALABAMA,32.3075168,-86.3669014,4,30,Trucking company,https://www.google.com/maps/search/?api=1&query=Montgomery%20Air%20Freight%20Inc.&query_place_id=ChIJW4GbJWOHjogRmtrIELQ0iSg,apify_google_maps
Alaska Freight Service Inc.,+18662766304,,"1699 Wall St Suite 200H, Mt Prospect, IL 60056",Mt Prospect,ILLINOIS,42.0345737,-87.9422402,4.8,35,Transportation service,https://www.google.com/maps/search/?api=1&query=Alaska%20Freight%20Service%20Inc.&query_place_id=ChIJN1Z2fMK3D4gR2OC4rPCpBYM,apify_google_maps
DFT Logistics,+14803769609,https://dftlogistics.com/,"7150 E Camelback Rd, Scottsdale, AZ 85251",Scottsdale,ARIZONA,33.5027988,-111.9266783,5,373,Trucking company;Delivery service;Logistics service;Shipping company;Transportation service,https://www.google.com/maps/search/?api=1&query=DFT%20Logistics&query_place_id=ChIJAQCQNr0LK4cR7WhHN-q45ks,apify_google_maps
Arizona Cargo & Phoenix Freight,+16026471333,https://arizonacargo.com/,"3435 W Vía Del Deserto, Phoenix, AZ 85086",Phoenix,ARIZONA,33.8098329,-112.1340328,5,20,Trucking company;Courier service;Shipping company;Transportation service,https://www.google.com/maps/search/?api=1&query=Arizona%20Cargo%20%26%20Phoenix%20Freight&query_place_id=ChIJC3wkYG0TK4cRQaMeNhMhqO4,apify_google_maps
Moody's Quick Freight Inc.,+16028612121,http://www.moodysquick.com/,"4635 W McDowell Rd #170, Phoenix, AZ 85035",Phoenix,ARIZONA,33.464635,-112.156954,4.5,12,Trucking company;Courier service;Distribution service;Freight forwarding service;Logistics service;Shipping service;Warehouse,https://www.google.com/maps/search/?api=1&query=Moody's%20Quick%20Freight%20Inc.&query_place_id=ChIJndfEFmsUK4cRysRqWHsgPfA,apify_google_maps
"M & P Transport Company, INC.",+16022722637,,"3401 S 39th Ave, Phoenix, AZ 85009",Phoenix,ARIZONA,33.4181537,-112.1428213,4.5,19,Trucking company;Cement supplier,https://www.google.com/maps/search/?api=1&query=M%20%26%20P%20Transport%20Company%2C%20INC.&query_place_id=ChIJCdnfT7EWK4cR1aNVkYiqYf4,apify_google_maps
"Force Freight Transport, LLC",+14806358539,https://forcefreight.com/,"6915 E Parkway Norte Suite 101, Mesa, AZ 85212",Mesa,ARIZONA,33.3387256,-111.6844547,4,4,Trucking company,https://www.google.com/maps/search/?api=1&query=Force%20Freight%20Transport%2C%20LLC&query_place_id=ChIJcXUDpeatK4cRirrBtufBG8A,apify_google_maps
Ken The Freight Guy,+14803410321,http://kenthefreightguy.com/,"9414 E San Salvador Dr Suite 232, Scottsdale, AZ 85258",Scottsdale,ARIZONA,33.570853,-111.8784188,4.9,106,Freight forwarding service;Trucking company,https://www.google.com/maps/search/?api=1&query=Ken%20The%20Freight%20Guy&query_place_id=ChIJybBIoax1K4cRm7YoT3aGHC8,apify_google_maps
United Freight Service,+16022569470,https://www.ufs.net/,"641 E Watkins St, Phoenix, AZ 85004",Phoenix,ARIZONA,33.4255462,-112.0654809,3.8,90,Trucking company,https://www.google.com/maps/search/?api=1&query=United%20Freight%20Service&query_place_id=ChIJ3Q4YPeoRK4cRJax8hGm1eAs,apify_google_maps
R+L Carriers,+16022690500,https://www2.rlcarriers.com/,"2125 S 41st Ave, Phoenix, AZ 85009",Phoenix,ARIZONA,33.4288793,-112.1464833,3.5,141,Shipping company;Trucking company;Warehouse,https://www.google.com/maps/search/?api=1&query=R%2BL%20Carriers&query_place_id=ChIJ9y5P2d4TK4cRx4uNmdsfEY4,apify_google_maps
Southwest Carriers Llc,,,"2150 W Alameda Rd, Phoenix, AZ 85085",Phoenix,ARIZONA,33.7079747,-112.1062979,4.6,19,Trucking company,https://www.google.com/maps/search/?api=1&query=Southwest%20Carriers%20Llc&query_place_id=ChIJr6XEL5plK4cRen7koQeN280,apify_google_maps
Arizona Same Day Trucking,+16025570722,http://arizonasamedaytrucking.com/,"2323 E Magnolia St # 119, Phoenix, AZ 85034",Phoenix,ARIZONA,33.4219943,-112.032577,,0,Trucking company;Freight forwarding service;Shipping company,https://www.google.com/maps/search/?api=1&query=Arizona%20Same%20Day%20Trucking&query_place_id=ChIJMcGxVToOK4cR7wxUm8WNPyk,apify_google_maps
Ozark Trucking,+19165615400,https://ozarktruckinginc.com/,"4916 Dudley Blvd, McClellan Park, CA 95652",McClellan Park,CALIFORNIA,38.6568543,-121.3880308,3.7,6,Trucking company,https://www.google.com/maps/search/?api=1&query=Ozark%20Trucking&query_place_id=ChIJWU0bSuPYmoARnuxOT_wwUUQ,apify_google_maps
Oakland Container Trucking,+15103232920,https://www.octruck.com/,"1200 Wright Ave Suit A, Richmond, CA 94804",Richmond,CALIFORNIA,37.9204505,-122.3571204,5,30,Trucking company,https://www.google.com/maps/search/?api=1&query=Oakland%20Container%20Trucking&query_place_id=ChIJLdXkEZ6ChYAR5zHGFSH89do,apify_google_maps
AMAN TRUCK LINES LLC (ATL),+12094565500,https://atl-trucking.com/,"1005 E Pescadero Ave #175, Tracy, CA 95304",Tracy,CALIFORNIA,37.762067,-121.412313,4.3,107,Trucking company,https://www.google.com/maps/search/?api=1&query=AMAN%20TRUCK%20LINES%20LLC%20(ATL)&query_place_id=ChIJAQDAJGU9kIARFq50RUyNTHc,apify_google_maps
Khalsa Transportation,+15596976557,http://www.khalsatransportation.com/,"13371 S Fowler Ave, Selma, CA 93662",Selma,CALIFORNIA,36.5414398,-119.6833449,3.7,75,Trucking company,https://www.google.com/maps/search/?api=1&query=Khalsa%20Transportation&query_place_id=ChIJOduLxwTulIARDo2ut8HdsRg,apify_google_maps
"Clawson Trucking Co., LLC",+12095381858,https://sites.google.com/site/clawsontruckingco/,"2407 Faith Home Rd, Ceres, CA 95307",Ceres,CALIFORNIA,37.5979537,-120.921112,4.1,11,Trucking company,https://www.google.com/maps/search/?api=1&query=Clawson%20Trucking%20Co.%2C%20LLC&query_place_id=ChIJn2odZsiqkYARc41nf0pnRMk,apify_google_maps
D AMERICAN TRANSPORT INC,+12093203040,https://damericantransport.com/,"1656 Venice Cir, Stockton, CA 95206",Stockton,CALIFORNIA,37.9031552,-121.308271,4.7,12,Transportation service,https://www.google.com/maps/search/?api=1&query=D%20AMERICAN%20TRANSPORT%20INC&query_place_id=ChIJW3ks-HUTkIAR4B3z1gJRmFc,apify_google_maps
Voyager Transportation solutions inc,+15108681740,https://voyagertransportationsolution.com/,"1400 Stone Pine Terrace apt 202, Fremont, CA 94536",Fremont,CALIFORNIA,37.5606455,-121.9773891,4.8,573,Transportation service,https://www.google.com/maps/search/?api=1&query=Voyager%20Transportation%20solutions%20inc&query_place_id=ChIJtTBwKnDBj4ARXK9mk3vWjl8,apify_google_maps
Smart Carship LLC,+14158085210,https://www.smartcarship.com/,"27 Maiden Ln Suite 625A, San Francisco, CA 94108",San Francisco,CALIFORNIA,37.788309,-122.404096,4.1,1034,Transportation service,https://www.google.com/maps/search/?api=1&query=Smart%20Carship%20LLC&query_place_id=ChIJwZBAtD6BhYARvgYZgsTAQ8k,apify_google_maps
Sunrise Trucking Inc.,+12095310539,https://sunrisetruckinginc.com/,"865 Roth Rd, French Camp, CA 95231",French Camp,CALIFORNIA,37.8556955,-121.2655263,4.3,90,Trucking company,https://www.google.com/maps/search/?api=1&query=Sunrise%20Trucking%20Inc.&query_place_id=ChIJFapECNMUkIARkxDr6-Rf1BU,apify_google_maps
CargoX Transport Inc,+18005012032,,"3463 Ramona Ave suite -16, Sacramento, CA 95826",Sacramento,CALIFORNIA,38.5431143,-121.4112051,4.5,8,Trucking company;Freight forwarding service;Logistics service,https://www.google.com/maps/search/?api=1&query=CargoX%20Transport%20Inc&query_place_id=ChIJUxv7f6khlaYR9F6eAZ5dLvM,apify_google_maps
Total Truck Transport,+13212317833,http://totaltrucktransport.com/,"9025 Boggy Creek Rd # 1, Orlando, FL 32824",Orlando,FLORIDA,28.4354582,-81.3480942,4.4,86,Trucking company;Delivery service;Warehouse,https://www.google.com/maps/search/?api=1&query=Total%20Truck%20Transport&query_place_id=ChIJM0yq1Fl554gRQRJ8K6fKHaM,apify_google_maps
Carlile Transportation,+19073433290,https://www.carlile.biz/contact-and-terminals/anchorage/?=gmb_profile,"1800 E 1st Ave, Anchorage, AK 99501",Anchorage,ALASKA,61.2208838,-149.8471412,4,101,Trucking company;Logistics service;Shipping service;Transportation service,https://www.google.com/maps/search/?api=1&query=Carlile%20Transportation&query_place_id=ChIJ_cofKzyWyFYRc-m0Gdmyaio,apify_google_maps
Branco Transportation Co,+14072779016,,"1717 Kamler Ave, Orlando, FL 32817",Orlando,FLORIDA,28.5692489,-81.2222487,3.8,4,Trucking company,https://www.google.com/maps/search/?api=1&query=Branco%20Transportation%20Co&query_place_id=ChIJ_fGGKCRm54gR7IhtQLonXVc,apify_google_maps
Reefer Transport,+16019471999,,"33503 US-98, Lucedale, MS 39452",Lucedale,MISSISSIPPI,31.0054593,-88.6874687,5,1,Trucking company,https://www.google.com/maps/search/?api=1&query=Reefer%20Transport&query_place_id=ChIJ1WUjOL97m4gRYpR2Os1WsiA,apify_google_maps
Reefer Trucking Llc,,,"1313 Green Valley Rd, Watsonville, CA 95076",Watsonville,CALIFORNIA,36.9865483,-121.7780442,,0,,https://www.google.com/maps/search/?api=1&query=Reefer%20Trucking%20Llc&query_place_id=ChIJAQBA3pcZjoAR1yLm2ZpTXO0,apify_google_maps
AZ Desert Mobile Reefer & Trucks Repair,+16292617336,http://www.azdesertmobile.com/,"10802 W Taft St, Phoenix, AZ 85037",Phoenix,ARIZONA,33.5045099,-112.2928621,4.9,62,Mechanic,https://www.google.com/maps/search/?api=1&query=AZ%20Desert%20Mobile%20Reefer%20%26%20Trucks%20Repair&query_place_id=ChIJCZyl6QVaOgMROi9_kZQ_5rE,apify_google_maps
Reefer Cool Inc,+19549812627,http://www.reefercool.com/,"3290 SW 50th Ave, Davie, FL 33314",Davie,FLORIDA,26.0807778,-80.2149425,2.5,38,Refrigerated transport service,https://www.google.com/maps/search/?api=1&query=Reefer%20Cool%20Inc&query_place_id=ChIJ5wm5qN6p2YgRsI_ojI0B5Ac,apify_google_maps
Florida LTL Logistics Inc,+14078863003,http://www.floridaltl.co/,"1350 Sheeler Ave BLD 2, Apopka, FL 32703",Apopka,FLORIDA,28.6592001,-81.4933919,5,2,Transportation service,https://www.google.com/maps/search/?api=1&query=Florida%20LTL%20Logistics%20Inc&query_place_id=ChIJzbwISfJ354gR_0yFmanG81g,apify_google_maps
Allen Lund Co,+14073662323,https://www.allenlund.com/contact/orlando-office/,"3501 Quadrangle Blvd Suite 105, Orlando, FL 32817",Orlando,FLORIDA,28.6008511,-81.2142962,1.5,20,Trucking company,https://www.google.com/maps/search/?api=1&query=Allen%20Lund%20Co&query_place_id=ChIJF1F1qNdr54gRWYoD6j6okhY,apify_google_maps
AAA Cooper Transportation,+14078517900,https://www.aaacooper.com/,"11425 United Way, Orlando, FL 32824",Orlando,FLORIDA,28.4040636,-81.3815275,2.9,126,Trucking company,https://www.google.com/maps/search/?api=1&query=AAA%20Cooper%20Transportation&query_place_id=ChIJq8FOHn9954gRKPPqpC3vYA4,apify_google_maps
Saia LTL Freight,+14084871743,https://www.saia.com/tools-and-resources/terminals/sjo?utm_source=GMBlisting&utm_medium=organic,"1705 Rogers Ave, San Jose, CA 95112",San Jose,CALIFORNIA,37.37257,-121.90764,2.9,28,Trucking company;Logistics service;Shipping company;Transportation service,https://www.google.com/maps/search/?api=1&query=Saia%20LTL%20Freight&query_place_id=ChIJxcPhqfTLj4ARGs3HlLPyRgU,apify_google_maps
R L Trucking,+14082943266,,"240 Leo Ave, San Jose, CA 95112",San Jose,CALIFORNIA,37.3102523,-121.8640609,4.8,12,Trucking company,https://www.google.com/maps/search/?api=1&query=R%20L%20Trucking&query_place_id=ChIJV8KBWyIzjoARoo2rh1K8gcM,apify_google_maps
Carlile Transportation,+19074517155,https://www.carlile.biz/contact-and-terminals/fairbanks/?=gmb_profile,"900 Aurora Dr, Fairbanks, AK 99709",Fairbanks,ALASKA,64.852421,-147.7627967,4.3,80,Trucking company;Logistics service;Shipping service;Transportation service,https://www.google.com/maps/search/?api=1&query=Carlile%20Transportation&query_place_id=ChIJfRen1yhFMlER36CF38u8Uq8,apify_google_maps
FedEx Ground,+18004633339,https://www.fedex.com/en-us/shipping/ground.html,"501 Gills Dr, Orlando, FL 32824",Orlando,FLORIDA,28.4412702,-81.3848898,2.8,191,Trucking company,https://www.google.com/maps/search/?api=1&query=FedEx%20Ground&query_place_id=ChIJ5z7qDKp954gReNaQI9E9iQM,apify_google_maps
"Western Transport Logistics, Inc.",+16022461417,http://www.westranz.com/,"2601 E Magnolia St, Phoenix, AZ 85034",Phoenix,ARIZONA,33.4220248,-112.0257798,3.7,27,Trucking company,https://www.google.com/maps/search/?api=1&query=Western%20Transport%20Logistics%2C%20Inc.&query_place_id=ChIJWxyuw9wTK4cRpHBNl7dSSlQ,apify_google_maps
Cat and Sons Transportation Llc,+16238895811,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2300643,"6623 N 67th Ave, Glendale, AZ 85301",Glendale,ARIZONA,33.5335197,-112.20289,4.3,23,Trucking company,https://www.google.com/maps/search/?api=1&query=Cat%20and%20Sons%20Transportation%20Llc&query_place_id=ChIJEaFQee9qK4cR1PJCQABcRKk,apify_google_maps
System Transport Inc,+16022432900,http://www.systemtrans.com/,"1820 W Broadway Rd, Phoenix, AZ 85041",Phoenix,ARIZONA,33.4071703,-112.0971007,4.3,52,Trucking company,https://www.google.com/maps/search/?api=1&query=System%20Transport%20Inc&query_place_id=ChIJPQcj3QcRK4cR-IEBr-6V7uo,apify_google_maps
"JoyRide Logistics, LLC",+16236007205,http://www.joyridelogistics.com/,"2240 S 35th Ave, Phoenix, AZ 85009",Phoenix,ARIZONA,33.4268843,-112.1348816,4.5,24,Trucking company,https://www.google.com/maps/search/?api=1&query=JoyRide%20Logistics%2C%20LLC&query_place_id=ChIJqaWEwPMFK4cRgSpVmdoCkWY,apify_google_maps
Big Wave Trucking LLC,+14802692299,http://bigwavetrucking.com/,"3605 W Chandler Blvd, Chandler, AZ 85226",Chandler,ARIZONA,33.3051115,-111.90478,5,19,Trucking company;Freight forwarding service;Towing service;Transportation service,https://www.google.com/maps/search/?api=1&query=Big%20Wave%20Trucking%20LLC&query_place_id=ChIJmelWW3MBK4cR-nm99slpt0M,apify_google_maps
Knight Transportation Truck Entrance,+16022692000,https://driveknight.com/?utm_source=Google&utm_medium=Local&utm_campaign=GoogleMyBusiness&utm_content=PhoenixAZ,"5601 W Mohave St, Phoenix, AZ 85043",Phoenix,ARIZONA,33.4312606,-112.180213,4.2,162,Trucking company;Transportation service,https://www.google.com/maps/search/?api=1&query=Knight%20Transportation%20Truck%20Entrance&query_place_id=ChIJhXw-Fi8UK4cRSjWZn3gjKuE,apify_google_maps
Heartland Express,+18004414953,https://www.heartlandexpress.com/,"4555 W Mohave St, Phoenix, AZ 85043",Phoenix,ARIZONA,33.4308664,-112.1573086,4,133,Trucking company,https://www.google.com/maps/search/?api=1&query=Heartland%20Express&query_place_id=ChIJ89mYrh0UK4cRgNYo59OqJ1M,apify_google_maps
Saia LTL Freight,+16022332883,https://www.saia.com/tools-and-resources/terminals/phx?utm_source=GMBlisting&utm_medium=organic,"4301 W Mohave St, Phoenix, AZ 85043",Phoenix,ARIZONA,33.4305247,-112.154791,3.8,145,Trucking company;Logistics service;Shipping company;Transportation service,https://www.google.com/maps/search/?api=1&query=Saia%20LTL%20Freight&query_place_id=ChIJK27YMKoWK4cRdHX4LGMXLH4,apify_google_maps
Old Dominion Freight Line,+16234787120,https://www.odfl.com/us/en/tools/service-center-locator/AZ/PHX.html,"135 S 79th Ave, Tolleson, AZ 85353",Tolleson,ARIZONA,33.4452902,-112.227504,4.4,124,Trucking company;Shipping company,https://www.google.com/maps/search/?api=1&query=Old%20Dominion%20Freight%20Line&query_place_id=ChIJ_S6mq4UVK4cRENuJPpK8yzE,apify_google_maps
L & N Transport Inc,+16024840563,,"1830 S 27th Ave, Phoenix, AZ 85009",Phoenix,ARIZONA,33.4305264,-112.1175783,4.6,14,Trucking company,https://www.google.com/maps/search/?api=1&query=L%20%26%20N%20Transport%20Inc&query_place_id=ChIJUfK-zmARK4cR7idSkV2CToA,apify_google_maps
J & L Transportation Inc.,+16022789192,https://jltrans.com/,"3226 W Durango St, Phoenix, AZ 85009",Phoenix,ARIZONA,33.430141,-112.129682,3.9,12,Trucking company;Transportation service,https://www.google.com/maps/search/?api=1&query=J%20%26%20L%20Transportation%20Inc.&query_place_id=ChIJuwTDxlkRK4cR1usaksI1sfw,apify_google_maps
New Legend Inc.,+18552102300,http://www.newlegendinc.com/,"811 S 59th Ave, Phoenix, AZ 85043",Phoenix,ARIZONA,33.440354,-112.186038,3.7,138,Trucking company,https://www.google.com/maps/search/?api=1&query=New%20Legend%20Inc.&query_place_id=ChIJZeXdFKqyhIARGRaMHHnOQIs,apify_google_maps
